number,name,x,y,z
59317,惠来,116.3000031,23.03333282,14.39999962
59318,潮阳,116.5830002,23.26670074,6.699999809
59319,澄海,116.7669983,23.4666996,5.400000095
59324,南澳,117.0333328,23.43333244,7.199999809
59327,云澳,117.0999985,23.39999962,0
59456,信宜,110.9333344,22.35000038,84.59999847
59462,罗定,111.5666656,22.76666641,53.29999924
59469,阳春,111.7829971,22.16670036,17.10000038
59470,新兴,112.2170029,22.7166996,28.79999924
59471,云浮,112.0500031,22.93330002,99.59999847
59473,鹤山,112.9670029,22.76670074,17.60000038
59475,开平,112.6829987,22.36669922,17.70000076
59476,新会,113.0329971,22.5333004,28.79999924
59477,恩平,112.3000031,22.18330002,25.39999962
59478,上川岛(台山),112.7833328,22.25,32.70000076
59479,外伶仃,114.0166702,22.10000038,0
59480,顺德,113.25,22.85000038,19
59481,番禹,113.3669968,22.95000076,9.699999809
59485,中山,113.3499985,22.5333004,2.099999905
59487,斗门,113.2829971,22.2166996,17.39999962
59488,珠海,113.5833359,22.28333282,54
59490,内伶仃,113.7833328,22.43333244,0
59492,惠东,114.6999969,22.93330002,27.5
59493,深圳,114.0999985,22.54999924,18.20000076
59495,沱泞列岛,114.6166687,22.46666718,0
59500,海丰,115.3170013,22.9666996,5.699999809
59501,汕尾,115.3666687,22.79999924,17.29999924
59502,陆丰,115.6500015,22.95000076,5.099999905
59505,遮浪,115.5666656,22.64999962,0
59605,遂溪,110.25,21.38330078,28.20000076
59650,遂溪,110.25,21.38333321,25
59653,高州,110.8499985,21.93330002,31.39999962
59654,廉江,110.2829971,21.63330078,21.20000076
59655,化州,110.6169968,21.64999962,31.79999924
59656,吴川,110.7669983,21.43330002,21.79999924
59658,湛江,110.3000031,21.14999962,53.29999924
59659,茂名,110.8830032,21.64999962,26.39999962
59663,阳江,111.9666672,21.83333397,89.90000153
59664,电白,111,21.5,11.80000019
59673,上川岛,112.7666702,21.73333359,21.5
59681,黄茅洲,113.9499969,21.81666756,0
59682,高栏岛,113.2666702,21.95000076,0
59683,万山群岛,113.7166672,21.93333244,0
59750,海康,110.0999985,20.91670036,22.20000076
59752,硇洲,110.6166687,20.89999962,0
59754,徐闻,110.1833344,20.33333397,55.90000153
57859,资源,110.6330032,26.0333004,409
57927,天峨,107.1669998,25,246.3999939
57941,三江,109.5999985,25.7833004,198.3999939
57942,龙胜,110,25.79999924,269
57947,融安,109.4000015,25.21666718,121.3000031
57948,融水,109.25,25.08329964,123.4000015
57949,永福,110,24.98329926,157
57954,临桂,110.1829987,25.23329926,157.8000031
57955,兴安,110.6669998,25.61669922,224
57956,灵川,110.3170013,25.41670036,169
57957,桂林,110.3000031,25.31666756,164.3999939
57958,桂林农试站,110.3170013,25.08329964,171.6000061
57960,全州,111.0670013,25.93330002,196.6999969
57964,灌阳,111.1500015,25.5,259.2000122
59001,隆林,105.3330002,24.7833004,674.4000244
59004,西林,105.0999985,24.5,725.9000244
59012,乐业,106.5670013,24.7833004,973.2000122
59015,凌云,106.5670013,24.35000038,439
59017,田林,106.2330017,24.2833004,278.8999939
59021,凤山,107.0333328,24.54999924,484.6000061
59022,南丹,107.5500031,24.98329926,697.4000244
59023,河池,108.0500031,24.70000076,211
59025,东兰,107.3669968,24.51670074,286
59027,巴马,107.25,24.29999924,253.1000061
59031,环江,108.25,24.83329964,206.6999969
59033,罗城,108.9000015,24.75,329.1000061
59034,宜山,108.6669998,24.48329926,149.8000031
59037,都安,108.0999985,23.93333244,170.8000031
59038,忻城,108.6500015,24.06669998,139.1999969
59041,柳城,109.25,24.64999962,108.1999969
59044,沙塘,109.3830032,24.4666996,99.09999847
59045,鹿案,109.75,24.48329926,95.19999695
59046,柳州,109.4000015,24.35000038,96.80000305
59047,柳江,109.3330002,24.25,101.6999969
59051,阳朔,110.5,24.76670074,135.3000031
59052,恭城,110.8170013,24.83329964,167.5
59053,平乐,110.6669998,24.61669922,104.4000015
59055,荔浦,110.4000015,24.5,167.6999969
59057,金秀,110.1829987,24.13330078,773.5999756
59058,蒙山,110.5166702,24.20000076,145.6999969
59059,昭平,110.8000031,24.18330002,108.3000031
59061,富川,111.2669983,24.81669998,193.5
59064,钟山,111.3170013,24.54999924,140
59065,贺州(贺县),111.5333328,24.41666603,108.8000031
59209,那坡,105.8333359,23.41666603,794.0999756
59211,百色,106.5999985,23.89999962,173.5
59213,田阳,106.9169998,23.73329926,110
59215,德保,106.6169968,23.33329964,635.7000122
59218,靖西,106.4166641,23.13333321,739.9000244
59224,田东,107.1166687,23.60000038,111.1999969
59227,天等,107.1500015,23.08329964,438
59228,平果,107.5833359,23.31666756,108.8000031
59229,隆安,107.6999969,23.18330002,98
59230,马山,108.1669998,23.7166996,168.8999939
59235,上林,108.6169968,23.41670036,116.4000015
59237,武鸣,108.2829971,23.16670036,115.3000031
59238,宾阳,108.8000031,23.2166996,122.6999969
59241,象州,109.6829987,23.9666996,91.30000305
59242,来宾,109.2333298,23.75,84.90000153
59246,武宣,109.6669998,23.60000038,70.40000153
59249,贵县,109.6169968,23.11669922,56
59252,太平,110.6999969,23.64999962,99.98999786
59254,桂平,110.0833359,23.39999962,42.5
59255,平南,110.3830032,23.54999924,36.90000153
59256,藤县,110.9169998,23.36669922,54.59999847
59262,信都,111.7330017,23.9666996,54.59999847
59265,梧州,111.3000031,23.48333359,114.8000031
59266,苍梧,111.2330017,23.41670036,41.40000153
59413,硕龙,106.8170013,22.83329964,305
59417,龙州,106.8499985,22.33333397,128.8000031
59419,凭祥,106.75,22.10000038,243.3999939
59421,大新,107.1999969,22.83329964,255.1999969
59425,崇左,107.3499985,22.39999962,106.5
59426,扶绥,107.9000015,22.63330078,88.90000153
59427,宁明,107.1169968,22.11669922,162.6000061
59428,海渊,107.4329987,22.11669922,133
59429,上思,107.9670029,22.14999962,183.8999939
59431,南宁,108.2166672,22.63333321,121.5999985
59432,南宁城区,108.3499985,22.81666756,73
59435,邕宁,108.4830017,22.76670074,78.80000305
59441,横县,109.25,22.70000076,77.19999695
59446,灵山,109.3000031,22.41666603,66.59999847
59448,浦北,109.5500031,22.26670074,69.40000153
59449,博白,109.9830017,22.26670074,70.40000153
59451,北流,110.3499985,22.70000076,102.5
59452,容县,110.5329971,22.85000038,97.19999695
59453,玉林,110.1666641,22.64999962,81.80000305
59454,岑溪,111,22.91670036,99.59999847
59457,陆川,110.2669983,22.31669998,121.4000015
59620,板栏,107.1829987,21.76670074,350
59626,东兴,107.9666672,21.53333282,22.10000038
59631,防城,108.3499985,21.78333282,32.40000153
59632,钦州,108.6166687,21.95000076,4.5
59635,防城港,108.3499985,21.61669922,99.98999786
59640,合浦,109.1829987,21.66670036,6
59644,北海,109.1333313,21.45000076,12.80000019
59647,涠洲岛,109.0999985,21.03333282,55.20000076
53727,麻黄山,107.1169968,27.16670036,1713
56598,赫章,104.7330017,27.13330078,1535.099976
56691,威宁,104.2833328,26.86666679,2237.5
56693,水城,104.8669968,26.58329964,1813.599976
56792,普安,104.9670029,25.7833004,1648.5
56793,盘县,104.4666672,25.71666718,1800
57606,桐梓,106.8333359,28.13333321,972
57609,赤水,105.6999969,28.58329964,294.2999878
57614,习水,106.2166672,28.33333397,1180.199951
57623,道真,107.5999985,28.88330078,687.0999756
57625,正安,107.4499969,28.54999924,680.4000244
57634,务川,107.8830032,28.51670074,660
57636,沿河,108.5,28.56669998,336.7000122
57637,德江,108.1169968,28.25,541
57647,松桃,109.1829987,28.14999962,406.8999939
57707,毕节,105.2833328,27.29999924,1510.599976
57708,大方,105.5999985,27.14999962,1704
57710,仁怀,106.4169998,27.81669998,878.5999756
57712,汇川,106.9499969,27.73333359,983
57713,遵义,106.8833313,27.70000076,843.9000244
57714,金沙,106.2330017,27.4666996,922
57717,遵义县,106.8170013,27.5333004,950.7999878
57718,息烽,106.7330017,27.10000038,1036.5
57719,开阳,106.9670029,27.06669998,1277.199951
57720,绥阳,107.1669998,27.95000076,865.2000122
57722,湄潭,107.4666672,27.76666641,792.2000122
57723,凤冈,107.7170029,27.98329926,711.2999878
57728,瓮安,107.4670029,27.06669998,1094.599976
57729,余庆,107.8830032,27.23329926,556.5
57730,圹头,108.1829987,27.75,386.1000061
57731,思南,108.25,27.95000076,416.2999878
57732,印江,108.4000015,28.01670074,456.8999939
57734,石阡,108.2330017,27.56669998,467.5
57735,岑巩,108.7170029,27.23329926,380.8999939
57736,江口,108.8499985,27.70000076,370.2000122
57737,施秉,108.1330032,27.0333004,524.4000244
57738,振远,108.4169998,27.04999924,512.2000122
57739,玉屏,108.8830032,27.23329926,375.2999878
57741,铜仁,109.1833344,27.71666718,279.7000122
57742,万山,109.1999969,27.51670074,883.4000244
57800,纳雍,105.3669968,26.76670074,1458.099976
57803,黔西,106.0166702,27.03333282,1231.400024
57805,织金,105.7669983,26.68330002,1319.300049
57806,安顺,105.9000015,26.25,1431.099976
57807,六枝,105.4499969,26.23329926,1362.099976
57808,普定,105.75,26.31669998,1243.599976
57809,镇宁,105.7669983,26.04999924,1275
57811,修文,106.5999985,26.85000038,1242.300049
57813,清镇,106.4670029,26.56669998,1262.5
57814,平坝,106.2669983,26.41670036,1297.400024
57816,贵阳,106.7333298,26.58333397,1223.800049
57818,长顺,106.4499969,26.0333004,1141
57821,福泉,107.5,26.39999962,926
57822,黄平,107.9000015,26.89999962,833.7999878
57823,黄平县旧州,107.7829971,27,684.5999756
57824,贵定,107.2330017,26.58329964,1001.900024
57825,凯里,107.9833298,26.60000038,720.2999878
57826,炉山,107.7829971,26.64999962,917.4000244
57827,都匀,107.5169983,26.26670074,785.7000122
57828,麻江,107.5830002,26.5,984.7000122
57829,丹寨,107.8000031,26.20000076,963.9000244
57832,三穗,108.6666641,26.96666718,626.9000244
57834,台江,108.3000031,26.68330002,643.0999756
57835,剑河,108.6330032,26.48329926,508.2000122
57837,雷山,108.0670013,26.39999962,838.5
57839,黎平,109.1500015,26.23329926,568.7999878
57840,天柱,109.1999969,26.89999962,400
57844,锦屏,109.1829987,26.68330002,343.8999939
57900,晴隆,105.2170029,25.83329964,1553.599976
57902,兴仁,105.1833344,25.43333244,1378.5
57903,关岭,105.5999985,25.93330002,1085.5
57905,贞丰,105.6330032,25.39999962,1041
57906,望谟,106.0833359,25.18333244,566.7999878
57907,兴义,104.9000015,25.08329964,1296.599976
57908,安龙,105.4830017,25.11669922,1393.5
57909,册亨,105.8170013,24.98329926,581.4000244
57910,紫云,106.0830002,25.76670074,1195.900024
57911,白云,106.6169968,26.68330002,1281.099976
57912,惠水,106.6669998,26.16670036,988.9000244
57913,龙里,106.9830017,26.45000076,1088.099976
57914,花溪,106.6669998,26.41670036,1096.199951
57915,乌当,106.7669983,26.63330078,1105.199951
57916,罗甸,106.7666702,25.43333244,440.2999878
57921,平塘,107.3170013,25.83329964,709.2000122
57922,独山,107.5500031,25.83333397,1013.299988
57923,三都,107.8669968,25.98329926,419
57926,荔波,107.8830032,25.41670036,429.5
57932,榕江,108.5333328,25.96666718,285.7000122
57936,从江,108.9000015,25.58329964,235
59757,琼山,110.3669968,20,10.69999981
59758,海口,110.3499985,20.03333282,13.89999962
59792,东沙岛,116.7166672,20.66666603,0
59838,东方,108.6166687,19.10000038,7.599999905
59842,临高,109.6829987,19.89999962,31.60000038
59843,澄迈,110,19.73329926,32.09999847
59845,儋州,109.5833359,19.51666641,169
59847,昌江,109.0500031,19.26670074,98.90000153
59848,白沙,109.4329987,19.23329926,217.6999969
59849,琼中,109.8333359,19.03333282,250.8999939
59851,定安,110.3330002,19.70000076,25.20000076
59853,清兰,110.8170013,19.56669998,99.98999786
59854,屯昌,110.0999985,19.36669922,118.6999969
59855,琼海,110.4666672,19.23333359,24
59856,文昌,110.75,19.61669922,22.5
59940,乐东,109.1669998,18.75,160.6000061
59941,通什,109.5169983,18.76670074,328.5
59945,保亭,109.6999969,18.64999962,67.40000153
59948,三亚,109.5166702,18.23333359,6
59951,万宁,110.3669968,18.79999924,9.600000381
59954,陵水,110.0333328,18.5,13.89999962
59981,西沙,112.3333359,16.83333397,4.699999809
59985,珊瑚岛,111.6166687,16.53333282,4
59995,永署礁,112.8833313,13.03333378,0
59997,南沙岛,114.3666687,10.38333321,0
53392,康保,114.5999985,41.84999847,1423.900024
53397,尚义,113.9499969,41.06669998,1358.5
53399,张北,114.6999969,41.15000153,1393.300049
53491,怀安,114.4000015,40.68330002,802
53492,阳原,114.1669998,40.11669922,947.4000244
53498,宣化,115.0329971,40.56669998,630.2999878
53499,万全,114.7330017,40.76670074,755.5
53593,蔚县,114.5666656,39.83333206,909.5
53596,完县,115.1500015,38.83330154,52.90000153
53599,涞源,114.6669998,39.34999847,845.9000244
53680,灵寿,114.3830032,38.29999924,109.5999985
53682,曲阳,114.6829987,38.63330078,105.3000031
53688,行唐,114.5500031,38.45000076,97.5
53689,晋县,115.0670013,38.01670074,43.29999924
53690,阜平,114.1829987,38.84999847,283.2000122
53691,正定,114.5670013,38.15000153,71.5
53692,唐县,114.9830017,38.73329926,66.5
53693,井陉,114.1330032,38.03329849,256
53694,平山,114.1999969,38.25,136.8999939
53695,新乐,114.6829987,38.34999847,75.19999695
53696,定州,115,38.51670074,55
53697,藁城,114.8330002,38.01670074,52.90000153
53698,石家庄,114.4166641,38.03333282,81
53699,无极,114.9670029,38.20000076,46.20000076
53773,临漳,114.6169968,36.33330154,66
53781,沙河,114.4670029,36.86669922,69
53784,赵县,114.7330017,37.76670074,43
53785,柏乡,114.6829987,37.5,36.20000076
53789,栾城,114.6330032,37.88330078,53.20000076
53790,高邑,114.6169968,37.59999847,49.5
53791,元氏,114.5329971,37.75,63.70000076
53792,临城,114.3830032,37.45000076,124.6999969
53793,邢台县浆水,113.9499969,37.16669846,490.7000122
53794,隆尧,114.75,37.34999847,33.70000076
53795,赞皇,114.3669968,37.65000153,137
53796,宁晋,114.8830032,37.61669922,32.40000153
53797,内丘,114.5,37.28329849,77.80000305
53798,邢台,114.5,37.06666565,77.30000305
53799,巨鹿,115.0329971,37.21670151,30.5
53833,任县,114.6999969,37.13330078,36.79999924
53883,任县,114.6999969,37.13333511,37
53886,涉县,113.6669998,36.56669998,470.8999939
53890,武安,114.1999969,36.71670151,219.1000061
53891,南和,114.6829987,37,43
53892,邯郸,114.5,36.59999847,58.59999847
53893,曲周,114.9499969,36.76670074,40.59999847
53894,峰峰,114.2170029,36.41669846,127.9000015
53895,永年,114.5999985,36.76670074,61.09999847
53896,魏县,114.9499969,36.34999847,51.09999847
53897,磁县,114.3830032,36.38330078,70.40000153
53899,广平,114.9670029,36.48329926,49.29999924
53980,肥乡,114.8000031,36.54999924,50.90000153
53996,成安,114.6999969,36.45000076,57.5
54075,南宫,115.3830032,37.36669922,28.60000038
54209,塞罕坎,117.0830002,42.26670074,1324.300049
54301,沽源,115.6999969,41.66669846,1411.400024
54304,崇礼,115.2829971,40.96670151,1249
50859,兰西,126.2669983,46.25,163.8999939
50861,庆安,127.4830017,46.88330078,185.8000031
50862,铁力,128.0166626,46.98333359,210.5
50867,巴彦,127.3499985,46.08330154,134.8000031
50871,汤原,129.8829956,46.73329926,95.90000153
50873,佳木斯,130.2833405,46.81666565,81.19999695
50877,依兰,129.5833282,46.29999924,100.0999985
50878,桦川,130.7169952,47.01670074,79.30000305
50879,桦南,130.5169983,46.20000076,183
50880,集贤,131.1329956,46.71670151,106
50884,双鸭山,131.1499939,46.63330078,176
50888,宝清,132.1833344,46.31666565,83
50892,饶河,134,46.79999924,55.70000076
50950,肇州,125.25,45.70000076,148.6999969
50953,哈尔滨,126.7666702,45.75,142.3000031
50954,肇源,125.0830002,45.5,128.5
50955,双城,126.3000031,45.38330078,167.3000031
50956,呼兰,126.5999985,46,124.5999985
50958,阿城,126.9670029,45.51670074,175.3000031
50960,宾县,127.4499969,45.78329849,192.5
50962,木兰,128.0330048,45.95000076,113.5999985
50963,通河,128.7333374,45.96666718,108.5999985
50964,方正,128.8000031,45.83330154,120
50965,延寿,128.3000031,45.45000076,157
50968,尚志,127.9666672,45.21666718,189.6999969
50971,七台河,131.0166626,45.76666641,224
50973,勃利,130.5829926,45.75,220.5
50978,鸡西,130.9333344,45.29999924,280.7999878
50979,林口,130.2330017,45.26670074,274.2000122
50983,虎林,132.9666595,45.76666641,100.1999969
50985,密山,131.8670044,45.54999924,151.3999939
50987,鸡东,131.1329956,45.25,177.6999969
54080,五常,127.1500015,44.90000153,196.1999969
54092,海林,129.3999939,44.58330154,262.2000122
54093,穆棱,130.5500031,44.93330002,266.7000122
54094,牡丹江,129.6000061,44.56666565,241.3999939
54096,绥芬河,131.1666718,44.38333511,567.7999878
54098,宁安,129.4669952,44.33330154,272.3999939
54099,东安,131.1829987,44.09999847,177.5
57249,竹溪,109.6829987,32.31669998,450.1000061
57251,郧西,110.4166641,33,249.1000061
57253,陨县,110.8166656,32.84999847,201.8999939
57256,郧阳,110.7829971,32.65000153,253.8999939
57257,竹山,110.2330017,32.23329926,309
57259,房县,110.7666702,32.03333282,426.8999939
57260,丹江口,111.5169983,32.56669998,135.8000031
57265,老河口,111.6666641,32.38333511,90
57268,谷城,111.6330032,32.26670074,87.80000305
57277,吕堰驿,112.25,32.29999924,112.3000031
57278,襄樊,112.1669998,32.03329849,69.80000305
57279,枣阳,112.75,32.15000153,125.5
57351,坛子岭,111,30.83333397,207
57352,三斗坪,111,30.81666756,185
57353,苏家坳,111,30.83333397,195
57355,巴东,110.3666687,31.03333282,334
57358,秭归,110.6829987,31,151.5
57359,兴山,110.7669983,31.23329926,275.6000061
57361,保康,111.2669983,31.88330078,330.2000122
57362,神农架,110.6669998,31.75,937.2000122
57363,南漳,111.8330002,31.76670074,108.3000031
57368,运安,111.6330032,31.06669998,116
57370,宜城,112.2330017,31.7166996,67.30000305
57377,荆门,112.1999969,31.04999924,112.3000031
57378,钟祥,112.5666656,31.16666603,65.80000305
57381,隋州,113.3830032,31.7166996,97.5
57385,广水,113.8166656,31.61666679,93.30000305
57386,孝昌,113.8499985,31.26666641,37
57387,京山,113.1169968,31.01670074,68.5
57388,安陆,113.6999969,31.26670074,53.70000076
57389,云梦,113.75,31.0333004,33.5
57395,大悟,114.1169968,31.56669998,71.80000305
57398,红安,114.6169968,31.2833004,75.5
57399,麻城,115.0166702,31.18333244,59.29999924
57439,利川,108.9329987,30.2833004,1072.5
57445,建始,109.7170029,30.60000038,612.0999756
57447,恩施,109.4666672,30.28333282,457.1000061
57451,绿葱坡,110.2333298,30.78333282,1819.300049
57453,宜昌县,111.3170013,30.76670074,116.8000031
57458,五峰,110.6666641,30.20000076,619.9000244
57460,当阳,111.7829971,30.81669998,91.5
57461,宜昌,111.3000031,30.70000076,133.1000061
57462,三峡,111.0833359,30.86666679,139.8999939
57464,长阳,111.1829987,30.4666996,144.1999969
57465,枝城,111.4499969,30.38330078,71.59999847
57466,枝江,111.75,30.43330002,50.70000076
57469,松滋,111.7669983,30.18330002,67.19999695
57474,江陵,112.1500015,30.35000038,35.5
57475,潜江,112.8830032,30.41670036,33
57476,荆州,112.1500015,30.35000038,32.20000076
57477,公安,112.2170029,30.06669998,38.70000076
57481,应城,113.5670013,30.95000076,31.5
57482,孝感,113.9499969,30.89999962,26.10000038
57483,天门,113.1666641,30.66666603,34.09999847
57485,仙桃,113.4329987,30.36669922,29.70000076
57486,汉川,113.8499985,30.64999962,25.89999962
57489,汉阳,114,30.58329964,39.40000153
57491,黄陂,114.4000015,30.86669922,31.60000038
57492,新州,114.8000031,30.85000038,36
57493,武昌,114.3170013,30.35000038,38.20000076
57494,武汉,114.1333313,30.61666679,23.10000038
57495,团风,114.8666687,30.64999962,19
57496,鄂州,114.8830032,30.39999962,22.10000038
57498,黄冈,114.8830032,30.45000076,41.20000076
57499,大冶,114.9670029,30.10000038,38.20000076
57540,咸丰,109.1500015,29.68330002,776.9000244
57541,宣恩,109.4830017,30,533.4000244
57543,鹤峰,110.0329971,29.89999962,538.2000122
57545,来凤,109.4166641,29.51666641,459.5
57571,石首,112.3830032,29.70000076,36.70000076
57573,监利,112.9000015,29.83329964,30.60000038
57581,洪湖,113.4499969,29.81669998,27.5
57582,蒲圻,113.8830032,29.7166996,47.40000153
57583,嘉鱼,113.9166641,29.98333359,36
57586,崇阳,114.0329971,29.5333004,79.30000305
57589,通城,113.8000031,29.25,100.3000031
57590,咸宁,114.3330002,29.83329964,62.40000153
57595,通山,114.5,29.60000038,73.5
58401,罗山,115.4000015,30.7833004,103.5999985
58402,英山,115.6666641,30.73333359,123.8000031
58404,浠水,115.25,30.45000076,46.79999924
58407,黄石,115.0500031,30.25,19.79999924
58408,蕲春县,115.4329987,30.23329926,31.70000076
58409,黄梅,115.9329987,30.06669998,23.79999924
58500,阳新,115.1999969,29.85000038,47
58501,武穴,115.5500031,29.85000038,20.10000038
57544,龙山,109.4499969,29.4666996,486.8999939
57554,桑植,110.1666641,29.39999962,322.2000122
57558,大庸,110.4670029,29.13330078,18.5
57562,石门,111.3666687,29.58333397,116.9000015
57564,慈利,111.1330032,29.43330002,100.3000031
57565,澧县,111.75,29.64999962,39.59999847
57566,临澧,111.6500015,29.45000076,50.70000076
57574,南县,112.4000015,29.36666679,36
57575,华容,112.5670013,29.51670074,32.5
57577,安乡,112.1669998,29.39999962,37.5
57584,岳阳,113.0833359,29.38333321,53
57585,临湖,113.4499969,29.48329926,55.09999847
57640,花垣,109.4499969,28.58329964,341.7999878
57642,保靖,109.6330032,28.70000076,323.5
57643,永顺,109.8330002,29,268.6000061
57646,古丈,109.9499969,28.61669922,301.7999878
57649,吉首,109.7333298,28.31666756,208.3999939
57655,沅陵,110.4000015,28.46666718,151.6000061
57657,泸溪,110.1500015,28.2833004,132
57658,辰溪,110.1999969,28.01670074,140.8000031
57661,桃源,111.4830017,28.91670036,47.29999924
57662,常德,111.6833344,29.04999924,35
57663,汉寿,111.9499969,28.91670036,31.89999962
57666,桃江,112.1330032,28.51670074,49.29999924
57669,安化,111.2166672,28.38333321,128.3000031
57671,沅江,112.3666687,28.85000038,37
57673,湘阴,112.8830032,28.68330002,54.59999847
57674,益阳,112.3830032,28.56669998,46.29999924
57678,宁乡,112.5500031,28.25,73
57679,长沙,113.0833359,28.20000076,44.90000153
57680,汩罗,113.0670013,28.79999924,46.70000076
57682,平江,113.5666656,28.71666718,106.3000031
57687,长沙(望城),112.9166641,28.21666718,68
57688,浏阳,113.6330032,28.14999962,97.40000153
57740,凤凰,109.5999985,27.95000076,349.6000061
57743,麻阳,109.8000031,27.88330078,173.8999939
57744,新晃,109.1669998,27.36669922,352.6000061
57745,芷江,109.6833344,27.45000076,272.2000122
57746,怀化县,109.9670029,27.54999924,250.3999939
57749,怀化,110,27.56669998,261
57752,溆浦,110.5999985,27.91670036,205.3000031
57754,黔阳,110.1500015,27.35000038,170.6999969
57758,洞口,111.5830002,27.06669998,323
57760,冷水江,111.4329987,29.70000076,247.6999969
57761,新化,111.3000031,27.75,213.3999939
57762,涟源,111.6829987,27.70000076,149.3999939
57763,娄底,112,27.73329926,151
57765,雪峰山,110.4166641,27.33333397,1404.900024
57766,邵阳,111.4666672,27.23333359,248.6000061
57767,隆回,111.0329971,27.11669922,267.7000122
57768,新邵,111.4499969,27.31669998,241.3999939
57769,邵东,111.7330017,27.23329926,253.3000031
57771,韶山,112.5329971,27.93330002,89.5
57772,湘乡,112.5,27.75,84.90000153
57773,湘潭,112.8170013,27.86669922,63.90000153
57774,双峰,112.1666641,27.45000076,100
57776,南岳,112.6999969,27.29999924,1265.900024
57777,衡山,112.8669968,27.23329926,62
57778,衡东,112.9499969,27.10000038,67.30000305
57779,攸县,113.3499985,27,100.8000031
57780,株洲,113.1666641,27.86666679,74.59999847
57781,醴陵,113.5,27.64999962,74.90000153
57782,株洲县,113.1500015,27.7166996,71.30000305
57841,靖州,109.6669998,26.56669998,320.6000061
57842,会同,109.6829987,26.88330078,278.2000122
57845,通道,109.7833328,26.16666603,397.5
57846,绥宁,110.1500015,26.58329964,306.2999878
57851,新宁,110.8499985,26.45000076,304
57853,武冈,110.6333313,26.73333359,341
57857,城步,111.5169983,26.36669922,475.7999878
57860,邵阳县,111.2669983,27,277.6000061
57865,冷水滩,111.5670013,26.41670036,109.5999985
57866,永州,111.6166687,26.23333359,172.6000061
57867,东安,111.2829971,26.39999962,167.8999939
57868,祁阳,111.8669968,26.60000038,112.4000015
57870,祁东,112.0999985,26.79999924,147.1000061
57871,衡阳县,112.3669968,26.98329926,91
57872,衡阳,112.5999985,26.89999962,104.9000015
57874,常宁,112.4000015,26.41666603,116.5999985
57875,衡南,112.5,26.88330078,69.69999695
57876,耒阳,112.8499985,26.39999962,83.19999695
57881,安仁,113.25,26.7166996,101.6999969
57882,茶陵,113.5500031,26.7833004,133.6000061
57886,县,113.7829971,26.5,226.5
57887,永兴,113.1169968,26.13330078,121.6999969
57889,桂东,113.9499969,26.08329964,833.5999756
57962,双牌,111.6500015,25.9666996,162.5
57965,道县,111.5999985,25.53333282,192.1999969
57966,宁远,111.9499969,25.60000038,203.6999969
57969,江永,111.3330002,25.26670074,227.3999939
57971,新田,112.1999969,25.91670036,217.6999969
57972,郴州,113.0333328,25.79999924,184.8999939
57973,桂阳,112.7170029,25.75,327.6000061
57974,嘉禾,112.3669968,25.58329964,213.3000031
57975,兰山,112.1999969,25.38330078,275.3999939
57976,宜章,112.9499969,25.41670036,222.8999939
57978,临武,112.5500031,25.2833004,292
57980,桥口,113.1829987,25.93330002,135.6000061
57981,资兴,113.4000015,25.9666996,363.7000122
57985,汝城,113.6829987,25.56669998,607.9000244
59063,江华,111.4499969,25.18330002,261.7999878
50936,白城,122.8333359,45.63333511,155.3000031
50939,洮南,122.8170013,45.33330154,151.6999969
50940,镇赉,123.1669998,45.84999847,142.3000031
50945,大安,124.2669983,45.5,138.5
50946,扶余,124.8330002,45.18330002,139.8999939
50948,乾安,124.0166702,45,146.3000031
50949,前郭尔罗斯,124.8666687,45.08333206,136.1999969
54041,通榆,123.0666656,44.78333282,149.5
54049,长岭,123.9666672,44.25,188.8999939
54063,扶余,126,44.96666718,196.8000031
54064,农安,125.1669998,44.41669846,190
54065,德惠,125.6669998,44.53329849,185.3999939
54069,九台,125.8000031,44.16669846,175.6000061
54072,榆树,126.5329971,44.83330154,206.1000061
54076,舒兰,126.9329987,44.41669846,252.1999969
54142,双辽,123.5333328,43.5,114.9000015
54154,黎树,124.3000031,43.34999847,160.1000061
54155,孤家子,124.2330017,43.66669846,144.1999969
54156,公主岭,124.8000031,43.51670074,200.6000061
54157,四平,124.3333359,43.16666794,165.6999969
54161,长春,125.2166672,43.90000153,236.8000031
54164,伊通,125.2829971,43.34999847,249.1000061
54165,双阳,125.6500015,43.5,235.3999939
54169,烟筒山,126.0166702,43.29999924,271.6000061
54171,永吉,126.5166702,43.70000076,229.5
54172,吉林,126.4666672,43.95000076,183.3999939
54181,蛟河,127.3333359,43.70000076,295
54186,敦化,128.1999969,43.36666489,524.9000244
54187,安图,128.9170074,43.11669922,369
54192,罗子河,130.25,43.70000076,5496.399902
54195,汪清,129.7833405,43.29999924,244.8000031
54260,辽源,125.0830002,42.91669846,254.3999939
54261,东丰,125.4499969,42.68330002,341.5
54263,磐石,126.0500031,42.96666718,336.7000122
54266,梅河口,125.6333313,42.53333282,340.5
54267,柳河,125.7330017,42.25,363.2000122
54273,桦甸,126.75,42.98333359,263.2999878
54274,辉南,126.0670013,42.68330002,298.2000122
54276,靖宇,126.8166656,42.34999847,549.2000122
54284,东岗,127.5666656,42.09999847,774.2000122
54285,松江,128.25,42.53333282,591.4000244
54286,和龙,129,42.53329849,474.7000122
54287,天池,128.0833282,42.01666641,2623
54290,龙井,129.3999939,42.76670074,242.3999939
54291,珲春,130.2830048,42.90000153,37.79999924
54292,延吉,129.4666595,42.88333511,176.8000031
